Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha,TrainPart,MSE,CumulativeMSE
42.0,20893.0,1170000.0,Random,0.02,58336,1529490471.0,0.0001,0.02,0.33312082104890495,0.20286550542184878
43.0,21099.0,1180000.0,Random,0.02,58336,1529490534.0,0.0001,0.02,0.3385456502623241,0.20401533715778555
43.0,21314.0,1190000.0,Random,0.02,58336,1529490599.0,0.0001,0.02,0.33348091860615275,0.2051032832203759
43.0,21532.0,1200000.0,Random,0.02,58336,1529490664.0,0.0001,0.02,0.34024562035303085,0.20622946936314904
43.0,21755.0,1210000.0,Random,0.02,58336,1529490730.0,0.0001,0.02,0.33368138148057325,0.20728279095089633
43.0,21947.0,1220000.0,Random,0.02,58336,1529490795.0,0.0001,0.02,0.33368238049418336,0.20831885316026724
43.0,22146.0,1230000.0,Random,0.02,58336,1529490860.0,0.0001,0.02,0.3322889596946925,0.2093267402052627
43.0,22357.0,1240000.0,Random,0.02,58336,1529490923.0,0.0001,0.02,0.3339014280422404,0.2103313747845917
43.0,22573.0,1250000.0,Random,0.02,58336,1529490984.0,0.0001,0.02,0.337423035013522,0.21134810806642249
43.0,22769.0,1260000.0,Random,0.02,58336,1529491047.0,0.0001,0.02,0.32949257682508415,0.21228576258037937
43.0,22969.0,1270000.0,Random,0.02,58336,1529491110.0,0.0001,0.02,0.33582951439786785,0.21325854802776237
43.0,23173.0,1280000.0,Random,0.02,58336,1529491174.0,0.0001,0.02,0.3331562263250926,0.21419524863946016
44.0,23375.0,1290000.0,Random,0.02,58336,1529491238.0,0.0001,0.02,0.33312583422470093,0.21511719116337938
44.0,23597.0,1300000.0,Random,0.02,58336,1529491304.0,0.0001,0.02,0.33329974775635285,0.21602628775255647
44.0,23804.0,1310000.0,Random,0.02,58336,1529491370.0,0.0001,0.02,0.33140526779209106,0.21690704332537775
44.0,24013.0,1320000.0,Random,0.02,58336,1529491436.0,0.0001,0.02,0.33530339697825223,0.21780398539850676
45.0,24216.0,1330000.0,Random,0.02,58336,1529491503.0,0.0001,0.02,0.3364733303881347,0.2186962361127166
45.0,24406.0,1340000.0,Random,0.02,58336,1529491568.0,0.0001,0.02,0.336691627687321,0.21957679873640643
47.0,24623.0,1350000.0,Random,0.02,58336,1529491638.0,0.0001,0.02,0.3341485553472561,0.22042547841500534
47.0,24835.0,1360000.0,Random,0.02,58336,1529491708.0,0.0001,0.02,0.3313283507668153,0.22124094071170933
47.0,25057.0,1370000.0,Random,0.02,58336,1529491779.0,0.0001,0.02,0.3390700843408987,0.22210100745352648
47.0,25277.0,1380000.0,Random,0.02,58336,1529491851.0,0.0001,0.02,0.33068416730105926,0.22288784194517386
47.0,25490.0,1390000.0,Random,0.02,58336,1529491921.0,0.0001,0.02,0.3291760905740895,0.22365250560437297
47.0,25683.0,1400000.0,Random,0.02,58336,1529491993.0,0.0001,0.02,0.33480192034446227,0.22444642999537226
47.0,25880.0,1410000.0,Random,0.02,58336,1529492066.0,0.0001,0.02,0.3320378312138062,0.22520948957847992
48.0,26073.0,1420000.0,Random,0.02,58336,1529492140.0,0.0001,0.02,0.3336673228372629,0.22597327713663887
48.0,26265.0,1430000.0,Random,0.02,58336,1529492215.0,0.0001,0.02,0.32795717881725234,0.22668645127426545
48.0,26457.0,1440000.0,Random,0.02,58336,1529492289.0,0.0001,0.02,0.33775074283167633,0.22745773107674808
49.0,26643.0,1450000.0,Random,0.02,58336,1529492368.0,0.0001,0.02,0.3297538802865278,0.2281632217609541
49.0,26847.0,1460000.0,Random,0.02,58336,1529492448.0,0.0001,0.02,0.3287393289119425,0.22885209920719432
49.0,27019.0,1470000.0,Random,0.02,58336,1529492529.0,0.0001,0.02,0.32976298807532217,0.22953856783894974
49.0,27222.0,1480000.0,Random,0.02,58336,1529492610.0,0.0001,0.02,0.32292690011972075,0.23016957008409336
49.0,27421.0,1490000.0,Random,0.02,58336,1529492694.0,0.0001,0.02,0.3353320090572373,0.23087535826512218
49.0,27640.0,1500000.0,Random,0.02,58336,1529492774.0,0.0001,0.02,0.3312993900887921,0.23154485181061554
50.0,27867.0,1510000.0,Random,0.02,58336,1529492855.0,0.0001,0.02,0.3303617603076469,0.23219926842317862
50.0,28054.0,1520000.0,Random,0.02,58336,1529492937.0,0.0001,0.02,0.33633531240640224,0.23288437397570022
50.0,28263.0,1530000.0,Random,0.02,58336,1529493020.0,0.0001,0.02,0.3325255461698323,0.23353562346716544
50.0,28458.0,1540000.0,Random,0.02,58336,1529493104.0,0.0001,0.02,0.33025371274774123,0.23416366300795238
51.0,28664.0,1550000.0,Random,0.02,58336,1529493186.0,0.0001,0.02,0.3371689522655839,0.23482821326122674
51.0,28850.0,1560000.0,Random,0.02,58336,1529493270.0,0.0001,0.02,0.337568228144229,0.23548680310022083
52.0,29024.0,1570000.0,Random,0.02,58336,1529493356.0,0.0001,0.02,0.3373406948497001,0.23613555400308403
52.0,29220.0,1580000.0,Random,0.02,58336,1529493442.0,0.0001,0.02,0.3357268838323456,0.23676587887542064
52.0,29400.0,1590000.0,Random,0.02,58336,1529493526.0,0.0001,0.02,0.331596149762289,0.23736229567344908
52.0,29576.0,1600000.0,Random,0.02,58336,1529493611.0,0.0001,0.02,0.33142584419057886,0.23795019285168229
52.0,29760.0,1610000.0,Random,0.02,58336,1529493697.0,0.0001,0.02,0.32712888329310674,0.2385040977612567
52.0,29945.0,1620000.0,Random,0.02,58336,1529493781.0,0.0001,0.02,0.32873698845680377,0.23906109091369873
52.0,30149.0,1630000.0,Random,0.02,58336,1529493863.0,0.0001,0.02,0.32838306079254465,0.2396090784589674
52.0,30369.0,1640000.0,Random,0.02,58336,1529493948.0,0.0001,0.02,0.33155397620040106,0.24016971807934212
52.0,30555.0,1650000.0,Random,0.02,58336,1529494031.0,0.0001,0.02,0.3357237748559915,0.2407488335749603
52.0,30740.0,1660000.0,Random,0.02,58336,1529494116.0,0.0001,0.02,0.337550613985968,0.24133197683044866
53.0,30913.0,1670000.0,Random,0.02,58336,1529494204.0,0.0001,0.02,0.33547111510230987,0.24189568424525026
53.0,31114.0,1680000.0,Random,0.02,58336,1529494290.0,0.0001,0.02,0.3311825900858674,0.2424271539228721
54.0,31313.0,1690000.0,Random,0.02,58336,1529494376.0,0.0001,0.02,0.3349531686424694,0.24297464513423256
54.0,31493.0,1700000.0,Random,0.02,58336,1529494462.0,0.0001,0.02,0.33492127717211667,0.24351550767563102
54.0,31663.0,1710000.0,Random,0.02,58336,1529494551.0,0.0001,0.02,0.3320287820325904,0.244033129163098
54.0,31842.0,1720000.0,Random,0.02,58336,1529494637.0,0.0001,0.02,0.3335942991546025,0.24455383363979322
54.0,32027.0,1730000.0,Random,0.02,58336,1529494722.0,0.0001,0.02,0.33192932943319103,0.2450588943091208
54.0,32276.0,1740000.0,Random,0.02,58336,1529494810.0,0.0001,0.02,0.33551081588127646,0.24557873293884605
55.0,32504.0,1750000.0,Random,0.02,58336,1529494897.0,0.0001,0.02,0.33460872686350907,0.24608747576127238
55.0,32700.0,1760000.0,Random,0.02,58336,1529494986.0,0.0001,0.02,0.3356425505485709,0.24659631141347202
55.0,32915.0,1770000.0,Random,0.02,58336,1529495075.0,0.0001,0.02,0.3329214274229595,0.24708402393329987
56.0,33142.0,1780000.0,Random,0.02,58336,1529495164.0,0.0001,0.02,0.3355841261570833,0.2475812155188257
56.0,33321.0,1790000.0,Random,0.02,58336,1529495253.0,0.0001,0.02,0.3326489267056177,0.24805645412880722
56.0,33511.0,1800000.0,Random,0.02,58336,1529495344.0,0.0001,0.02,0.3350608764305196,0.24853981203048184
56.0,33703.0,1810000.0,Random,0.02,58336,1529495435.0,0.0001,0.02,0.33575790645237447,0.24902167995546445
56.0,33924.0,1820000.0,Random,0.02,58336,1529495529.0,0.0001,0.02,0.3338518835153384,0.2494877799750244
56.0,34119.0,1830000.0,Random,0.02,58336,1529495626.0,0.0001,0.02,0.33425985907124,0.2499510153799213
56.0,34326.0,1840000.0,Random,0.02,58336,1529495724.0,0.0001,0.02,0.33821859473037474,0.2504307304850851
56.0,34522.0,1850000.0,Random,0.02,58336,1529495824.0,0.0001,0.02,0.3361537467593245,0.2508940981406198
58.0,34711.0,1860000.0,Random,0.02,58336,1529495927.0,0.0001,0.02,0.3387207949852838,0.2513662846827946
59.0,34932.0,1870000.0,Random,0.02,58336,1529496027.0,0.0001,0.02,0.33637385927576763,0.25182087064318487
