Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
26492,12543982,12900000,1534603681000,0.00282,0.00211,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
26760,12643981,13000000,1534606647000,0.00268,0.00212,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
27035,12743981,13100000,1534610005000,0.00275,0.00212,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
27295,12843981,13200000,1534613215000,0.0026,0.00213,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
27609,12943981,13300000,1534616341000,0.00314,0.00213,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
27926,13043981,13400000,1534619443000,0.00317,0.00214,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
28221,13143981,13500000,1534622516000,0.00295,0.00215,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
28533,13243980,13600000,1534626216000,0.00312,0.00215,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
28731,13343980,13700000,1534632293000,0.00198,0.00215,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
29062,13443980,13800000,1534649517000,0.00331,0.00216,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
29395,13543979,13900000,1534656304000,0.00333,0.00217,0.989,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
29691,13643979,14000000,1534660228000,0.00296,0.00218,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
29967,13743979,14100000,1534663200000,0.00276,0.00218,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
30209,13843979,14200000,1534665903000,0.00242,0.00218,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
30488,13943979,14300000,1534668786000,0.00279,0.00219,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
30773,14043979,14400000,1534671766000,0.00285,0.00219,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
31061,14143978,14500000,1534674837000,0.00288,0.0022,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
31375,14243978,14600000,1534677697000,0.00314,0.0022,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
31684,14343978,14700000,1534680247000,0.00309,0.00221,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
31985,14443978,14800000,1534682924000,0.00301,0.00221,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
32298,14543978,14900000,1534685816000,0.00313,0.00222,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
32600,14643978,15000000,1534688843000,0.00302,0.00223,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
32853,14743978,15100000,1534692274000,0.00253,0.00223,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
33117,14843977,15200000,1534695398000,0.00264,0.00223,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
33397,14943977,15300000,1534698625000,0.0028,0.00223,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
33646,15043977,15400000,1534701627000,0.00249,0.00224,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
33934,15143977,15500000,1534704482000,0.00288,0.00224,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
34240,15243977,15600000,1534707063000,0.00306,0.00225,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
34520,15343977,15700000,1534709673000,0.0028,0.00225,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
132,43997,400000,1534215666000,0.003,0.003,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
341,143997,500000,1534221203000,0.00209,0.00237,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
531,243997,600000,1534223933000,0.0019,0.00218,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
728,343997,700000,1534225990000,0.00197,0.00212,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
901,443997,800000,1534227870000,0.00173,0.00203,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1086,543997,900000,1534229635000,0.00185,0.002,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1255,643996,1000000,1534231460000,0.00169,0.00195,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1416,743996,1100000,1534233317000,0.00161,0.0019,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1572,843996,1200000,1534235388000,0.00156,0.00186,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1726,943996,1300000,1534237355000,0.00154,0.00183,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1900,1043996,1400000,1534238888000,0.00174,0.00182,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2068,1143996,1500000,1534240422000,0.00168,0.00181,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2226,1243996,1600000,1534241857000,0.00158,0.00179,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2361,1343996,1700000,1534243199000,0.00135,0.00176,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2496,1443996,1800000,1534244712000,0.00135,0.00173,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2637,1543996,1900000,1534246424000,0.00141,0.00171,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2796,1643996,2000000,1534248381000,0.00159,0.0017,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2990,1743996,2100000,1534250381000,0.00194,0.00171,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3201,1843995,2200000,1534252487000,0.00211,0.00174,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3434,1943995,2300000,1534254861000,0.00233,0.00177,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3665,2043995,2400000,1534257558000,0.00231,0.00179,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3868,2143995,2500000,1534260327000,0.00203,0.0018,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4119,2243995,2600000,1534263432000,0.00251,0.00184,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4383,2343995,2700000,1534266431000,0.00264,0.00187,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4645,2443995,2800000,1534269300000,0.00262,0.0019,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4893,2543995,2900000,1534272798000,0.00248,0.00192,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
5131,2643994,3000000,1534275826000,0.00238,0.00194,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
5404,2743994,3100000,1534279185000,0.00273,0.00197,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
5632,2843994,3200000,1534284970000,0.00228,0.00198,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
5965,2943994,3300000,1534301374000,0.00333,0.00203,0.989,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6239,3043993,3400000,1534307392000,0.00274,0.00205,0.99,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6492,3143993,3500000,1534310553000,0.00253,0.00206,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6695,3243993,3600000,1534313223000,0.00203,0.00206,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6903,3343993,3700000,1534315472000,0.00208,0.00206,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7107,3443993,3800000,1534317461000,0.00204,0.00206,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7275,3543993,3900000,1534319605000,0.00168,0.00205,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7442,3643993,4000000,1534321811000,0.00167,0.00204,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7632,3743993,4100000,1534324066000,0.0019,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7836,3843993,4200000,1534325982000,0.00204,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8045,3943992,4300000,1534327753000,0.00209,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8230,4043992,4400000,1534329253000,0.00185,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8421,4143992,4500000,1534330607000,0.00191,0.00203,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8624,4243992,4600000,1534332371000,0.00203,0.00203,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8830,4343992,4700000,1534334282000,0.00206,0.00203,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9062,4443992,4800000,1534336223000,0.00232,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9277,4543992,4900000,1534338220000,0.00215,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9487,4643992,5000000,1534340324000,0.0021,0.00204,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9717,4743992,5100000,1534342505000,0.0023,0.00205,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9995,4843992,5200000,1534345017000,0.00278,0.00206,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
10295,4943992,5300000,1534348283000,0.003,0.00208,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
10575,5043991,5400000,1534352099000,0.0028,0.0021,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
10843,5143991,5500000,1534355823000,0.00268,0.00211,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
11139,5243991,5600000,1534359354000,0.00296,0.00212,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
11442,5343991,5700000,1534362421000,0.00303,0.00214,0.991,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
11688,5443991,5800000,1534365625000,0.00246,0.00215,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
11876,5543991,5900000,1534370861000,0.00188,0.00214,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12128,5643990,6000000,1534387000000,0.00252,0.00215,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12369,5743990,6100000,1534391894000,0.00241,0.00215,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12621,5843990,6200000,1534395699000,0.00252,0.00216,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12770,5943990,6300000,1534397928000,0.00149,0.00215,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12913,6043990,6400000,1534400142000,0.00143,0.00214,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13042,6143990,6500000,1534401980000,0.00129,0.00212,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13164,6243990,6600000,1534403754000,0.00122,0.00211,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13299,6343990,6700000,1534405748000,0.00135,0.0021,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13420,6443989,6800000,1534407692000,0.00121,0.00208,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13570,6543989,6900000,1534409775000,0.0015,0.00207,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13720,6643989,7000000,1534411756000,0.0015,0.00207,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13864,6743989,7100000,1534413572000,0.00144,0.00206,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14041,6843989,7200000,1534415178000,0.00177,0.00205,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14200,6943989,7300000,1534416750000,0.00159,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14378,7043989,7400000,1534418460000,0.00178,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14599,7143989,7500000,1534420152000,0.00221,0.00204,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14824,7243989,7600000,1534421958000,0.00225,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15010,7343989,7700000,1534424198000,0.00186,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15211,7443989,7800000,1534426507000,0.00201,0.00204,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15416,7543988,7900000,1534428901000,0.00205,0.00204,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15623,7643988,8000000,1534431501000,0.00207,0.00204,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15840,7743988,8100000,1534434488000,0.00217,0.00205,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16041,7843988,8200000,1534438303000,0.00201,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16244,7943988,8300000,1534442273000,0.00203,0.00204,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16471,8043988,8400000,1534445358000,0.00227,0.00205,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16719,8143988,8500000,1534448098000,0.00248,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16965,8243988,8600000,1534450774000,0.00246,0.00206,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17131,8343988,8700000,1534455312000,0.00166,0.00205,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17318,8443988,8800000,1534469315000,0.00187,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17543,8543987,8900000,1534477993000,0.00225,0.00205,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17743,8643987,9000000,1534481599000,0.002,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17877,8743987,9100000,1534484170000,0.00134,0.00204,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18029,8843987,9200000,1534486329000,0.00152,0.00204,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18145,8943987,9300000,1534488129000,0.00116,0.00203,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18270,9043987,9400000,1534489820000,0.00125,0.00202,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18407,9143987,9500000,1534491491000,0.00137,0.00201,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18581,9243986,9600000,1534493350000,0.00174,0.00201,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18795,9343986,9700000,1534495700000,0.00214,0.00201,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18950,9443986,9800000,1534498003000,0.00155,0.00201,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
