Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,ClusterCount,LengthScale,Nu,Kernel
3921,716843,4810000,GP_Clustered,1532171085000,0.00621,0.00547,0.00469,1.64e+02,0.00232,inf,0.265,0.0,0.735,1.0,0.265,2.16,-1.16,12,0.2,0.2,1,0.0,10,100,2.5,Matern
3936,718371,4820000,GP_Clustered,1532172762000,0.00737,0.00548,0.00469,1.64e+02,0.00232,inf,0.265,0.0,0.735,1.0,0.265,2.16,-1.16,12,0.2,0.2,1,0.0,10,100,2.5,Matern
3952,719747,4830000,GP_Clustered,1532174380000,0.00833,0.00549,0.0047,1.64e+02,0.00232,inf,0.265,0.0,0.735,1.0,0.265,2.16,-1.16,12,0.2,0.2,1,0.0,10,100,2.5,Matern
3964,721043,4840000,GP_Clustered,1532176116000,0.00849,0.0055,0.0047,1.64e+02,0.00232,inf,0.265,0.0,0.735,1.0,0.265,2.15,-1.15,12,0.2,0.2,1,0.0,10,100,2.5,Matern
3976,722257,4850000,GP_Clustered,1532177882000,0.00869,0.0055,0.0047,1.64e+02,0.00232,inf,0.265,0.0,0.735,1.0,0.265,2.15,-1.15,12,0.2,0.2,1,0.0,10,100,2.5,Matern
3994,723675,4860000,GP_Clustered,1532179669000,0.00925,0.00552,0.00471,1.64e+02,0.00233,inf,0.265,0.0,0.735,1.0,0.265,2.15,-1.15,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4009,725083,4870000,GP_Clustered,1532181297000,0.00942,0.00553,0.00471,1.64e+02,0.00233,inf,0.265,0.0,0.735,1.0,0.265,2.15,-1.15,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4034,726746,4880000,GP_Clustered,1532183436000,0.0101,0.00555,0.00472,1.64e+02,0.00234,inf,0.265,0.0,0.735,1.0,0.265,2.14,-1.14,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4072,728492,4890000,GP_Clustered,1532185023000,0.0115,0.00559,0.00474,1.64e+02,0.00235,inf,0.266,0.0,0.734,1.0,0.266,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4122,730202,4900000,GP_Clustered,1532186690000,0.0133,0.00565,0.00475,1.64e+02,0.00236,inf,0.267,0.0,0.733,1.0,0.267,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4160,731885,4910000,GP_Clustered,1532188477000,0.0142,0.00568,0.00477,1.64e+02,0.00237,inf,0.268,0.0,0.732,1.0,0.268,2.12,-1.12,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4176,733463,4920000,GP_Clustered,1532190266000,0.0139,0.00569,0.00477,1.64e+02,0.00237,inf,0.268,0.0,0.732,1.0,0.268,2.11,-1.11,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4190,734984,4930000,GP_Clustered,1532192001000,0.0135,0.0057,0.00478,1.64e+02,0.00237,inf,0.268,0.0,0.732,1.0,0.268,2.11,-1.11,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4208,736764,4940000,GP_Clustered,1532193909000,0.0133,0.00571,0.00478,1.64e+02,0.00238,inf,0.268,0.0,0.732,1.0,0.268,2.11,-1.11,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4229,738590,4950000,GP_Clustered,1532195803000,0.0131,0.00573,0.00479,1.64e+02,0.00238,inf,0.268,0.0,0.732,1.0,0.268,2.11,-1.11,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4249,740759,4960000,GP_Clustered,1532197799000,0.0128,0.00574,0.00479,1.64e+02,0.00239,inf,0.268,0.0,0.732,1.0,0.268,2.1,-1.1,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4287,743004,4970000,GP_Clustered,1532199746000,0.0131,0.00577,0.0048,1.64e+02,0.00239,inf,0.269,0.0,0.731,1.0,0.269,2.1,-1.1,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4310,746418,4980000,GP_Clustered,1532201344000,0.0125,0.00577,0.00481,1.64e+02,0.00239,inf,0.27,0.0,0.73,1.0,0.27,2.1,-1.1,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4329,749783,4990000,GP_Clustered,1532203046000,0.0118,0.00577,0.00481,1.64e+02,0.00239,inf,0.27,0.0,0.73,1.0,0.27,2.1,-1.1,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4354,752165,5000000,GP_Clustered,1532205149000,0.0118,0.00579,0.00482,1.64e+02,0.0024,inf,0.271,0.0,0.729,1.0,0.271,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4371,754587,5010000,GP_Clustered,1532207514000,0.0115,0.00579,0.00482,1.64e+02,0.0024,inf,0.271,0.0,0.729,1.0,0.271,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4394,757033,5020000,GP_Clustered,1532210972000,0.0,0.0058,0.00482,1.64e+02,0.0024,inf,0.271,0.0,0.729,1.0,0.271,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4412,758798,5030000,GP_Clustered,1532218131000,0.00993,0.00581,0.00483,1.64e+02,0.0024,inf,0.272,0.0,0.728,1.0,0.272,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4435,761163,5040000,GP_Clustered,1532234837000,0.00981,0.00583,0.00483,1.64e+02,0.0024,inf,0.272,0.0,0.728,1.0,0.272,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4447,763093,5050000,GP_Clustered,1532238533000,0.00868,0.00583,0.00483,1.64e+02,0.0024,inf,0.273,0.0,0.727,1.0,0.273,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4454,765411,5060000,GP_Clustered,1532241101000,0.00712,0.00582,0.00483,1.64e+02,0.0024,inf,0.273,0.0,0.727,1.0,0.273,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4471,767737,5070000,GP_Clustered,1532243219000,0.00716,0.00582,0.00483,1.64e+02,0.0024,inf,0.273,0.0,0.727,1.0,0.273,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4476,769624,5080000,GP_Clustered,1532244837000,0.00649,0.00582,0.00484,1.64e+02,0.00241,inf,0.272,0.0,0.728,1.0,0.272,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4491,771541,5090000,GP_Clustered,1532246443000,0.00666,0.00582,0.00484,1.64e+02,0.00241,inf,0.273,0.0,0.727,1.0,0.273,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4503,773311,5100000,GP_Clustered,1532248016000,0.00668,0.00582,0.00484,1.64e+02,0.00241,inf,0.272,0.0,0.728,1.0,0.272,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4512,774950,5110000,GP_Clustered,1532249475000,0.00657,0.00582,0.00484,1.64e+02,0.00241,inf,0.272,0.0,0.728,1.0,0.272,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4529,776292,5120000,GP_Clustered,1532251081000,0.00699,0.00583,0.00485,1.64e+02,0.00242,inf,0.272,0.0,0.728,1.0,0.272,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4539,777620,5130000,GP_Clustered,1532252672000,0.00703,0.00584,0.00485,1.64e+02,0.00242,inf,0.272,0.0,0.728,1.0,0.272,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4557,779157,5140000,GP_Clustered,1532254261000,0.0142,0.00585,0.00485,1.64e+02,0.00242,inf,0.272,0.0,0.728,1.0,0.272,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4571,780821,5150000,GP_Clustered,1532255865000,0.01,0.00585,0.00486,1.64e+02,0.00242,inf,0.272,0.0,0.728,1.0,0.272,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4582,782513,5160000,GP_Clustered,1532257621000,0.00852,0.00586,0.00486,1.64e+02,0.00242,inf,0.272,0.0,0.728,1.0,0.272,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4593,784086,5170000,GP_Clustered,1532259271000,0.00809,0.00586,0.00486,1.64e+02,0.00242,inf,0.273,0.0,0.727,1.0,0.273,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4601,785637,5180000,GP_Clustered,1532261006000,0.00745,0.00586,0.00486,1.64e+02,0.00242,inf,0.272,0.0,0.728,1.0,0.272,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4614,786901,5190000,GP_Clustered,1532262853000,0.00788,0.00586,0.00486,1.64e+02,0.00242,inf,0.273,0.0,0.727,1.0,0.273,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4626,788092,5200000,GP_Clustered,1532264596000,0.00815,0.00587,0.00486,1.64e+02,0.00243,inf,0.272,0.0,0.728,1.0,0.272,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4644,789456,5210000,GP_Clustered,1532266289000,0.00878,0.00588,0.00487,1.64e+02,0.00243,inf,0.273,0.0,0.727,1.0,0.273,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4658,790644,5220000,GP_Clustered,1532267924000,0.00908,0.00589,0.00487,1.64e+02,0.00243,inf,0.273,0.0,0.727,1.0,0.273,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4675,792049,5230000,GP_Clustered,1532269592000,0.00939,0.0059,0.00487,1.64e+02,0.00243,inf,0.273,0.0,0.727,1.0,0.273,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4694,793377,5240000,GP_Clustered,1532271106000,0.00983,0.00592,0.00487,1.64e+02,0.00243,inf,0.273,0.0,0.727,1.0,0.273,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4716,795760,5250000,GP_Clustered,1532272792000,0.00975,0.00593,0.00488,1.64e+02,0.00243,inf,0.274,0.0,0.726,1.0,0.274,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4730,798399,5260000,GP_Clustered,1532274596000,0.00916,0.00592,0.00488,1.64e+02,0.00244,inf,0.274,0.0,0.726,1.0,0.274,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4744,801447,5270000,GP_Clustered,1532276166000,0.00855,0.00592,0.00488,1.64e+02,0.00244,inf,0.274,0.0,0.726,1.0,0.274,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4757,804564,5280000,GP_Clustered,1532277685000,0.00803,0.00591,0.00488,1.64e+02,0.00244,inf,0.274,0.0,0.726,1.0,0.274,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4776,807686,5290000,GP_Clustered,1532279287000,0.00782,0.00591,0.00489,1.65e+02,0.00244,inf,0.274,0.0,0.726,1.0,0.274,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4792,810350,5300000,GP_Clustered,1532280695000,0.00767,0.00591,0.00489,1.65e+02,0.00244,inf,0.274,0.0,0.726,1.0,0.274,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4810,812272,5310000,GP_Clustered,1532282174000,0.00776,0.00592,0.00489,1.65e+02,0.00244,inf,0.275,0.0,0.725,1.0,0.275,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4822,814131,5320000,GP_Clustered,1532283622000,0.0077,0.00592,0.0049,1.65e+02,0.00244,inf,0.275,0.0,0.725,1.0,0.275,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4839,815956,5330000,GP_Clustered,1532285006000,0.00777,0.00593,0.0049,1.65e+02,0.00245,inf,0.275,0.0,0.725,1.0,0.275,2.05,-1.05,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4860,817717,5340000,GP_Clustered,1532286351000,0.00796,0.00594,0.00491,1.65e+02,0.00245,inf,0.275,0.0,0.725,1.0,0.275,2.05,-1.05,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4875,819406,5350000,GP_Clustered,1532287645000,0.008,0.00595,0.00491,1.65e+02,0.00245,inf,0.275,0.0,0.725,1.0,0.275,2.05,-1.05,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4901,821129,5360000,GP_Clustered,1532288945000,0.00829,0.00597,0.00492,1.65e+02,0.00246,inf,0.275,0.0,0.725,1.0,0.275,2.05,-1.05,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4929,822988,5370000,GP_Clustered,1532290098000,0.00857,0.00599,0.00493,1.65e+02,0.00247,inf,0.275,0.0,0.725,1.0,0.275,2.04,-1.04,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4952,825187,5380000,GP_Clustered,1532291385000,0.00866,0.006,0.00494,1.65e+02,0.00247,inf,0.275,0.0,0.725,1.0,0.275,2.04,-1.04,12,0.2,0.2,1,0.0,10,100,2.5,Matern
4981,827212,5390000,GP_Clustered,1532292855000,0.00889,0.00602,0.00495,1.65e+02,0.00248,inf,0.276,0.0,0.724,1.0,0.276,2.03,-1.03,12,0.2,0.2,1,0.0,10,100,2.5,Matern
5025,829359,5400000,GP_Clustered,1532294550000,0.00938,0.00606,0.00496,1.65e+02,0.00249,inf,0.276,0.0,0.724,1.0,0.276,2.03,-1.03,12,0.2,0.2,1,0.0,10,100,2.5,Matern
5,312,110000,GP_Clustered,1531044493000,0.016,0.016,0.00563,1.41e+02,0.00273,inf,0.385,0.0,0.615,1.0,0.385,1.6,-0.603,12,0.2,0.2,1,0.0,10,100,3.5,Matern
13,1441,120000,GP_Clustered,1531046231000,0.00902,0.00902,0.00554,1.41e+02,0.00332,inf,0.232,0.0,0.768,1.0,0.232,1.56,-0.556,12,0.2,0.2,1,0.0,10,100,3.5,Matern
20,2617,130000,GP_Clustered,1531048017000,0.00764,0.00764,0.00513,1.41e+02,0.00301,inf,0.225,0.0,0.775,1.0,0.225,1.69,-0.691,12,0.2,0.2,1,0.0,10,100,3.5,Matern
31,3810,140000,GP_Clustered,1531049805000,0.00814,0.00814,0.00527,1.41e+02,0.0031,inf,0.233,0.0,0.767,1.0,0.233,1.64,-0.643,12,0.2,0.2,1,0.0,10,100,3.5,Matern
40,5027,150000,GP_Clustered,1531051599000,0.00796,0.00796,0.00533,1.41e+02,0.00317,inf,0.227,0.0,0.773,1.0,0.227,1.62,-0.622,12,0.2,0.2,1,0.0,10,100,3.5,Matern
49,6091,160000,GP_Clustered,1531053310000,0.00804,0.00804,0.00526,1.41e+02,0.0031,inf,0.23,0.0,0.77,1.0,0.23,1.65,-0.646,12,0.2,0.2,1,0.0,10,100,3.5,Matern
56,7737,170000,GP_Clustered,1531054948000,0.00724,0.00724,0.00519,1.41e+02,0.00305,inf,0.226,0.0,0.774,1.0,0.226,1.67,-0.672,12,0.2,0.2,1,0.0,10,100,3.5,Matern
62,9063,180000,GP_Clustered,1531056675000,0.00684,0.00684,0.00514,1.41e+02,0.00304,inf,0.218,0.0,0.782,1.0,0.218,1.68,-0.684,12,0.2,0.2,1,0.0,10,100,3.5,Matern
70,10165,190000,GP_Clustered,1531058328000,0.00689,0.00689,0.00509,1.41e+02,0.00299,inf,0.22,0.0,0.78,1.0,0.22,1.71,-0.706,12,0.2,0.2,1,0.0,10,100,3.5,Matern
81,11380,200000,GP_Clustered,1531059941000,0.00712,0.00712,0.00511,1.41e+02,0.00299,inf,0.226,0.0,0.774,1.0,0.226,1.7,-0.698,12,0.2,0.2,1,0.0,10,100,3.5,Matern
87,12591,210000,GP_Clustered,1531061809000,0.00691,0.00691,0.00507,1.41e+02,0.00297,inf,0.221,0.0,0.779,1.0,0.221,1.71,-0.712,12,0.2,0.2,1,0.0,10,100,3.5,Matern
99,13960,220000,GP_Clustered,1531063581000,0.00709,0.00709,0.00514,1.41e+02,0.00301,inf,0.226,0.0,0.774,1.0,0.226,1.69,-0.69,12,0.2,0.2,1,0.0,10,100,3.5,Matern
111,15167,230000,GP_Clustered,1531065314000,0.00732,0.00732,0.00515,1.41e+02,0.00299,inf,0.232,0.0,0.768,1.0,0.232,1.69,-0.69,12,0.2,0.2,1,0.0,10,100,3.5,Matern
120,16409,240000,GP_Clustered,1531067084000,0.00731,0.00731,0.00516,1.41e+02,0.00301,inf,0.231,0.0,0.769,1.0,0.231,1.68,-0.684,12,0.2,0.2,1,0.0,10,100,3.5,Matern
148,17945,250000,GP_Clustered,1531068933000,0.00825,0.00825,0.00531,1.41e+02,0.00304,inf,0.254,0.0,0.746,1.0,0.254,1.64,-0.642,12,0.2,0.2,1,0.0,10,100,3.5,Matern
169,19308,260000,GP_Clustered,1531070560000,0.00875,0.00875,0.00539,1.41e+02,0.00305,inf,0.266,0.0,0.734,1.0,0.266,1.62,-0.623,12,0.2,0.2,1,0.0,10,100,3.5,Matern
183,20567,270000,GP_Clustered,1531071931000,0.0089,0.0089,0.00542,1.41e+02,0.00307,inf,0.268,0.0,0.732,1.0,0.268,1.61,-0.612,12,0.2,0.2,1,0.0,10,100,3.5,Matern
202,21887,280000,GP_Clustered,1531073370000,0.00923,0.00923,0.00551,1.41e+02,0.00312,inf,0.272,0.0,0.728,1.0,0.272,1.59,-0.588,12,0.2,0.2,1,0.0,10,100,3.5,Matern
214,23271,290000,GP_Clustered,1531074828000,0.0092,0.0092,0.00549,1.41e+02,0.0031,inf,0.274,0.0,0.726,1.0,0.274,1.59,-0.595,12,0.2,0.2,1,0.0,10,100,3.5,Matern
229,25097,300000,GP_Clustered,1531076102000,0.00912,0.00912,0.00553,1.41e+02,0.00313,inf,0.275,0.0,0.725,1.0,0.275,1.58,-0.584,12,0.2,0.2,1,0.0,10,100,3.5,Matern
246,27140,310000,GP_Clustered,1531077460000,0.00906,0.00906,0.00553,1.42e+02,0.0031,inf,0.281,0.0,0.719,1.0,0.281,1.59,-0.586,12,0.2,0.2,1,0.0,10,100,3.5,Matern
260,29075,320000,GP_Clustered,1531078853000,0.00894,0.00894,0.00559,1.42e+02,0.00315,inf,0.279,0.0,0.721,1.0,0.279,1.57,-0.57,12,0.2,0.2,1,0.0,10,100,3.5,Matern
277,31032,330000,GP_Clustered,1531080285000,0.00893,0.00893,0.0056,1.42e+02,0.00314,inf,0.284,0.0,0.716,1.0,0.284,1.57,-0.57,12,0.2,0.2,1,0.0,10,100,3.5,Matern
294,32979,340000,GP_Clustered,1531081775000,0.00891,0.00891,0.00559,1.42e+02,0.00312,inf,0.288,0.0,0.712,1.0,0.288,1.57,-0.573,12,0.2,0.2,1,0.0,10,100,3.5,Matern
307,35088,350000,GP_Clustered,1531083470000,0.00875,0.00875,0.00557,1.42e+02,0.00309,inf,0.29,0.0,0.71,1.0,0.29,1.58,-0.581,12,0.2,0.2,1,0.0,10,100,3.5,Matern
330,37165,360000,GP_Clustered,1531085548000,0.00888,0.00888,0.00567,1.42e+02,0.00315,inf,0.293,0.0,0.707,1.0,0.293,1.56,-0.556,12,0.2,0.2,1,0.0,10,100,3.5,Matern
345,39062,370000,GP_Clustered,1531091700000,0.00138,0.00883,0.00572,1.42e+02,0.00319,inf,0.291,0.0,0.709,1.0,0.291,1.54,-0.543,12,0.2,0.2,1,0.0,10,100,3.5,Matern
354,42221,380000,GP_Clustered,1531109678000,0.00258,0.00838,0.00569,1.43e+02,0.00318,inf,0.29,0.0,0.71,1.0,0.29,1.55,-0.553,12,0.2,0.2,1,0.0,10,100,3.5,Matern
363,44790,390000,GP_Clustered,1531114011000,0.00295,0.0081,0.00562,1.43e+02,0.00311,inf,0.292,0.0,0.708,1.0,0.292,1.58,-0.577,12,0.2,0.2,1,0.0,10,100,3.5,Matern
371,46445,400000,GP_Clustered,1531116623000,0.00333,0.00799,0.00557,1.44e+02,0.00307,inf,0.292,0.0,0.708,1.0,0.292,1.6,-0.596,12,0.2,0.2,1,0.0,10,100,3.5,Matern
376,47737,410000,GP_Clustered,1531118649000,0.0034,0.00788,0.00552,1.44e+02,0.00303,inf,0.29,0.0,0.71,1.0,0.29,1.61,-0.614,12,0.2,0.2,1,0.0,10,100,3.5,Matern
381,48925,420000,GP_Clustered,1531120418000,0.0035,0.00779,0.00547,1.44e+02,0.003,inf,0.288,0.0,0.712,1.0,0.288,1.63,-0.63,12,0.2,0.2,1,0.0,10,100,3.5,Matern
387,49931,430000,GP_Clustered,1531122132000,0.00371,0.00775,0.00542,1.44e+02,0.00297,inf,0.288,0.0,0.712,1.0,0.288,1.65,-0.647,12,0.2,0.2,1,0.0,10,100,3.5,Matern
388,50905,440000,GP_Clustered,1531123856000,0.0035,0.00762,0.00537,1.45e+02,0.00294,inf,0.284,0.0,0.716,1.0,0.284,1.67,-0.666,12,0.2,0.2,1,0.0,10,100,3.5,Matern
389,51583,450000,GP_Clustered,1531125068000,0.0034,0.00754,0.00529,1.45e+02,0.00288,inf,0.282,0.0,0.718,1.0,0.282,1.69,-0.692,12,0.2,0.2,1,0.0,10,100,3.5,Matern
392,52350,460000,GP_Clustered,1531126436000,0.00343,0.00749,0.00523,1.45e+02,0.00283,inf,0.282,0.0,0.718,1.0,0.282,1.72,-0.717,12,0.2,0.2,1,0.0,10,100,3.5,Matern
394,53236,470000,GP_Clustered,1531128328000,0.00336,0.0074,0.00517,1.45e+02,0.00279,inf,0.28,0.0,0.72,1.0,0.28,1.74,-0.74,12,0.2,0.2,1,0.0,10,100,3.5,Matern
394,53630,480000,GP_Clustered,1531129175000,0.00327,0.00735,0.00509,1.45e+02,0.00274,inf,0.278,0.0,0.722,1.0,0.278,1.77,-0.769,12,0.2,0.2,1,0.0,10,100,3.5,Matern
395,54051,490000,GP_Clustered,1531130018000,0.00325,0.00731,0.00504,1.45e+02,0.0027,inf,0.276,0.0,0.724,1.0,0.276,1.79,-0.792,12,0.2,0.2,1,0.0,10,100,3.5,Matern
398,54502,500000,GP_Clustered,1531130800000,0.00418,0.0073,0.00497,1.45e+02,0.00265,inf,0.277,0.0,0.723,1.0,0.277,1.82,-0.819,12,0.2,0.2,1,0.0,10,100,3.5,Matern
401,55060,510000,GP_Clustered,1531131712000,0.00502,0.00728,0.00493,1.45e+02,0.00262,inf,0.275,0.0,0.725,1.0,0.275,1.84,-0.837,12,0.2,0.2,1,0.0,10,100,3.5,Matern
407,56060,520000,GP_Clustered,1531133341000,0.00556,0.00726,0.00493,1.46e+02,0.00262,inf,0.273,0.0,0.727,1.0,0.273,1.84,-0.84,12,0.2,0.2,1,0.0,10,100,3.5,Matern
411,56971,530000,GP_Clustered,1531134827000,0.00517,0.00721,0.0049,1.46e+02,0.00261,inf,0.271,0.0,0.729,1.0,0.271,1.85,-0.85,12,0.2,0.2,1,0.0,10,100,3.5,Matern
412,57680,540000,GP_Clustered,1531136175000,0.00439,0.00714,0.00488,1.46e+02,0.0026,inf,0.268,0.0,0.732,1.0,0.268,1.86,-0.86,12,0.2,0.2,1,0.0,10,100,3.5,Matern
413,58452,550000,GP_Clustered,1531137754000,0.00382,0.00707,0.00485,1.46e+02,0.00259,inf,0.265,0.0,0.735,1.0,0.265,1.87,-0.873,12,0.2,0.2,1,0.0,10,100,3.5,Matern
416,59342,560000,GP_Clustered,1531139459000,0.00374,0.00701,0.00483,1.46e+02,0.00258,inf,0.262,0.0,0.738,1.0,0.262,1.88,-0.881,12,0.2,0.2,1,0.0,10,100,3.5,Matern
418,60187,570000,GP_Clustered,1531141094000,0.00354,0.00695,0.00478,1.46e+02,0.00255,inf,0.262,0.0,0.738,1.0,0.262,1.9,-0.904,12,0.2,0.2,1,0.0,10,100,3.5,Matern
423,60961,580000,GP_Clustered,1531142751000,0.00388,0.00694,0.00477,1.46e+02,0.00253,inf,0.261,0.0,0.739,1.0,0.261,1.91,-0.913,12,0.2,0.2,1,0.0,10,100,3.5,Matern
429,61746,590000,GP_Clustered,1531144525000,0.00428,0.00695,0.00476,1.46e+02,0.00253,inf,0.26,0.0,0.74,1.0,0.26,1.92,-0.915,12,0.2,0.2,1,0.0,10,100,3.5,Matern
438,62614,600000,GP_Clustered,1531146406000,0.00491,0.007,0.00475,1.46e+02,0.00252,inf,0.261,0.0,0.739,1.0,0.261,1.92,-0.925,12,0.2,0.2,1,0.0,10,100,3.5,Matern
449,63673,610000,GP_Clustered,1531148524000,0.00553,0.00705,0.00476,1.46e+02,0.00252,inf,0.262,0.0,0.738,1.0,0.262,1.92,-0.921,12,0.2,0.2,1,0.0,10,100,3.5,Matern
456,64796,620000,GP_Clustered,1531150653000,0.0056,0.00704,0.00477,1.47e+02,0.00254,inf,0.259,0.0,0.741,1.0,0.259,1.91,-0.915,12,0.2,0.2,1,0.0,10,100,3.5,Matern
469,66148,630000,GP_Clustered,1531152831000,0.00606,0.00709,0.00477,1.47e+02,0.00253,inf,0.262,0.0,0.738,1.0,0.262,1.92,-0.916,12,0.2,0.2,1,0.0,10,100,3.5,Matern
476,67718,640000,GP_Clustered,1531154931000,0.00587,0.00703,0.00477,1.47e+02,0.00254,inf,0.26,0.0,0.74,1.0,0.26,1.92,-0.915,12,0.2,0.2,1,0.0,10,100,3.5,Matern
483,69364,650000,GP_Clustered,1531156919000,0.00569,0.00696,0.00479,1.47e+02,0.00255,inf,0.258,0.0,0.742,1.0,0.258,1.91,-0.909,12,0.2,0.2,1,0.0,10,100,3.5,Matern
491,71363,660000,GP_Clustered,1531158796000,0.0055,0.00688,0.00479,1.47e+02,0.00256,inf,0.257,0.0,0.743,1.0,0.257,1.91,-0.907,12,0.2,0.2,1,0.0,10,100,3.5,Matern
500,73674,670000,GP_Clustered,1531160992000,0.00531,0.00679,0.00482,1.47e+02,0.00258,inf,0.256,0.0,0.744,1.0,0.256,1.9,-0.897,12,0.2,0.2,1,0.0,10,100,3.5,Matern
511,75850,680000,GP_Clustered,1531162911000,0.00528,0.00674,0.00484,1.47e+02,0.0026,inf,0.255,0.0,0.745,1.0,0.255,1.89,-0.888,12,0.2,0.2,1,0.0,10,100,3.5,Matern
520,78118,690000,GP_Clustered,1531164809000,0.00516,0.00666,0.00485,1.47e+02,0.00261,inf,0.255,0.0,0.745,1.0,0.255,1.88,-0.885,12,0.2,0.2,1,0.0,10,100,3.5,Matern
532,80668,700000,GP_Clustered,1531166846000,0.00511,0.00659,0.00489,1.48e+02,0.00265,inf,0.253,0.0,0.747,1.0,0.253,1.87,-0.868,12,0.2,0.2,1,0.0,10,100,3.5,Matern
549,83133,710000,GP_Clustered,1531168918000,0.00526,0.0066,0.00491,1.48e+02,0.00266,inf,0.255,0.0,0.745,1.0,0.255,1.86,-0.857,12,0.2,0.2,1,0.0,10,100,3.5,Matern
569,85742,720000,GP_Clustered,1531171813000,0.00546,0.00664,0.00495,1.48e+02,0.00268,inf,0.257,0.0,0.743,1.0,0.257,1.84,-0.845,12,0.2,0.2,1,0.0,10,100,3.5,Matern
587,87995,730000,GP_Clustered,1531185503000,0.00627,0.00667,0.00497,1.48e+02,0.00269,inf,0.26,0.0,0.74,1.0,0.26,1.84,-0.839,12,0.2,0.2,1,0.0,10,100,3.5,Matern
591,90519,740000,GP_Clustered,1531196969000,0.00316,0.00653,0.00495,1.48e+02,0.00267,inf,0.259,0.0,0.741,1.0,0.259,1.85,-0.848,12,0.2,0.2,1,0.0,10,100,3.5,Matern
603,92536,750000,GP_Clustered,1531200364000,0.00413,0.00652,0.00495,1.48e+02,0.00266,inf,0.26,0.0,0.74,1.0,0.26,1.85,-0.851,12,0.2,0.2,1,0.0,10,100,3.5,Matern
