Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp
47.0,32945.0,2540000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502867.0
47.0,33077.0,2550000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529502966.0
47.0,33192.0,2560000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503060.0
48.0,33324.0,2570000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503154.0
48.0,33429.0,2580000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503249.0
48.0,33547.0,2590000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503347.0
49.0,33668.0,2600000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503444.0
49.0,33802.0,2610000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503539.0
49.0,33931.0,2620000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503635.0
49.0,34031.0,2630000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503729.0
49.0,34112.0,2640000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503826.0
49.0,34211.0,2650000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529503917.0
49.0,34308.0,2660000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504012.0
49.0,34408.0,2670000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504104.0
51.0,34488.0,2680000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504198.0
51.0,34593.0,2690000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504289.0
51.0,34698.0,2700000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504380.0
53.0,34775.0,2710000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504474.0
53.0,34880.0,2720000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504565.0
54.0,34993.0,2730000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504659.0
54.0,35070.0,2740000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504756.0
54.0,35149.0,2750000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504851.0
54.0,35250.0,2760000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529504947.0
54.0,35377.0,2770000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505043.0
54.0,35490.0,2780000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505140.0
55.0,35624.0,2790000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505239.0
56.0,35722.0,2800000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505335.0
57.0,35815.0,2810000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505433.0
57.0,35907.0,2820000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505528.0
57.0,35999.0,2830000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505625.0
57.0,36099.0,2840000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505722.0
58.0,36182.0,2850000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505822.0
58.0,36290.0,2860000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529505920.0
58.0,36374.0,2870000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506017.0
58.0,36463.0,2880000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506114.0
59.0,36567.0,2890000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506212.0
59.0,36683.0,2900000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506309.0
59.0,36819.0,2910000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506410.0
59.0,36938.0,2920000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506511.0
59.0,37069.0,2930000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529506613.0
